team,playerId,name,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
KT,51013,유준규,No. 67,2002년 08월 16일,외야수(우투좌타),176cm/69kg,군산신풍초-군산중-군산상고,8000만원,3000만원,21 KT 2차 3라운드 25순위,21KT
KT,54064,육청명,No.,2005년 07월 18일,투수(우투우타),186cm/90kg,강남초-선린중-강릉고,13000만원,3500만원,24 KT 2라운드 17순위,24KT
KT,50092,윤준혁,No. 35,2001년 07월 26일,내야수(우투우타),186cm/86kg,역촌초(은평구리틀)-충암중-충암고,8000만원,3500만원,20 KT 2차 4라운드 32순위,20KT
KT,69054,이상동,No. 37,1995년 11월 24일,투수(우투우타),181cm/88kg,대구옥산초-경복중-경북고-영남대,8000만원,5900만원,19 KT 2차 4라운드 31순위,19KT
KT,69068,이선우,No. 61,2000년 09월 19일,투수(우언우타),186cm/90kg,수진초-매송중-유신고,5000만원,3800만원,19 KT 2차 7라운드 61순위,19KT
KT,67048,이정현,No. 21,1997년 12월 05일,투수(우투우타),188cm/93kg,무학초-마산동중-용마고,16000만원,3500만원,17 KT 2차 1라운드 1순위,17KT
KT,67644,이정훈,No. 33,1994년 12월 07일,외야수(우투좌타),185cm/90kg,교문초-배재중-휘문고-경희대-KIA-상무-KIA-롯데,3000만원,6500만원,17 KIA 2차 10라운드 94순위,17KIA
KT,68896,이채호,No. 17,1998년 11월 23일,투수(우언우타),185cm/85kg,동광초(김해시리틀)-원동중-용마고-SK-SSG,5000만원,5000만원,18 SK 2차 6라운드 55순위,18SK
KT,69623,이태규,No. 45,2000년 02월 21일,투수(우투좌타),188cm/72kg,희망대초-매향중-장안고-KIA,8000만원,3000만원,19 KIA 2차 3라운드 30순위,23KIA
KT,54014,이현민,No. 49,2001년 10월 13일,투수(우투우타),185cm/86kg,방화초(김포중앙리틀)-원당중-구리인창고,,3000만원,24 KT 육성선수,24KT
KT,68504,이호연,No. 34,1995년 06월 03일,내야수(우투좌타),177cm/87kg,광주수창초-진흥중-광주제일고-성균관대-롯데,6000만원,7000만원,18 롯데 2차 6라운드 53순위,18롯데
KT,69113,임준형,No. 14,2000년 11월 16일,투수(좌투좌타),180cm/87kg,광주서석초-진흥중-진흥고-LG-상무-LG,4000만원,5500만원,19 LG 2차 8라운드 75순위,21LG
KT,78548,장성우,No. 22,1990년 01월 17일,포수(우투우타),187cm/100kg,감천초-경남중-경남고-롯데-경찰-롯데,20000만원,50000만원,08 롯데 1차,08롯데
KT,64115,장준원,No. 56,1995년 11월 21일,내야수(우투우타),183cm/77kg,경운초(김해시리틀)-개성중-경남고-LG,10000만원,5100만원,14 LG 2차 2라운드 23순위,14LG
KT,66706,장진혁,No. 51,1993년 09월 30일,외야수(우투좌타),184cm/90kg,광주화정초-충장중-광주제일고-단국대-한화,7000만원,11500만원,16 한화 2차 4라운드 39순위,18한화
KT,69047,전용주,No. 29,2000년 02월 12일,투수(좌투좌타),188cm/87kg,양진초(안성시리틀)-성일중-안산공고,20000만원,3600만원,19 KT 1차,19KT
KT,68089,조대현,No. 42,1999년 08월 06일,포수(우투우타),183cm/81kg,길동초-매송중-유신고,4000만원,4300만원,18 KT 2차 10라운드 91순위,21KT
KT,64768,조이현,No. 54,1995년 06월 27일,투수(우투좌타),185cm/95kg,송정동초-배재중-제주고-한화-SK-상무-SK-SSG,7000만원,5700만원,14 한화 2차 5라운드 47순위,14한화
KT,65060,주권,No. 38,1995년 05월 31일,투수(우투우타),181cm/82kg,청주우암초-청주중-청주고,30000만원,20000만원,15 KT 우선지명,15KT
KT,79140,최동환,No. 16,1989년 09월 19일,투수(우투우타),184cm/83kg,인헌초-선린중-경동고-LG,12000만원,11000만원,09 LG 2차 2라운드 13순위,09LG
KT,51007,최성민,No. 31,2002년 07월 05일,외야수(좌투좌타),179cm/84kg,송정동초-무등중-광주동성고,,3200만원,21 KT 2차 6라운드 55순위,23KT
KT,50650,최용준,No. 92,2001년 12월 19일,투수(우투우타),192cm/105kg,양산신양초(양산구리틀)-경남중-부산공고-KIA,3000만원,3000만원,20 KIA 2차 10라운드 96순위,21KIA
KT,69032,쿠에바스,No.,1990년 10월 14일,투수(우투양타),188cm/98kg,베네수엘라 Carabobo(대)-KT,250000달러,1000000달러,19 KT 자유선발,19KT
KT,55032,패트릭,No. 32,1995년 06월 10일,투수(우투우타),196cm/96kg,미국 Hamilton(고),,274000달러,25 KT 자유선발,25KT
KT,51058,한차현,No. 59,1998년 11월 30일,투수(우투우타),180cm/80kg,사능초(남양주리틀)-청원중-포항제철고-성균관대,10000만원,3500만원,21 KT 2차 2라운드 15순위,21KT
KT,79240,허경민,No. 13,1990년 08월 26일,내야수(우투우타),176cm/69kg,송정동초-충장중-광주제일고-두산-경찰-두산,13000만원,30000만원,09 두산 2차 1라운드 7순위,09두산
KT,54354,헤이수스,No. 65,1996년 12월 10일,투수(좌투좌타),192cm/104kg,베네수엘라 Juanita Hernandez(고)-키움,,800000달러,24 키움 자유선발,24키움
KT,76313,황재균,No. 10,1987년 07월 28일,내야수(우투우타),183cm/96kg,사당초-서울이수중-경기고-현대-히어로즈-롯데-샌프란시스코,6000만원,50000만원,06 현대 2차 3라운드 24순위,06현대
NC,54908,고승완,No. 60,2001년 03월 15일,외야수(우투좌타),178cm/81kg,광주대성초-무등중-광주동성고-연세대,3000만원,3000만원,24 NC 9라운드 85순위,25NC
NC,65933,구창모,No. 59,1997년 02월 17일,투수(좌투좌타),182cm/85kg,천안남산초-덕수중-울산공고-NC-상무,15000만원,10000만원,15 NC 2차 1라운드 3순위,15NC
NC,63963,권희동,No. 36,1990년 12월 30일,외야수(우투우타),177cm/85kg,동천초-경주중-경주고-경남대-NC-상무,3000만원,22500만원,13 NC 9라운드 84순위,13NC
NC,52995,김녹원,No. 22,2003년 05월 17일,투수(우투우타),182cm/88kg,학강초-무등중-광주제일고,8000만원,3000만원,22 NC 2차 3라운드 30순위,22NC
NC,54913,김민규,No. 63,2001년 09월 07일,투수(우투우타),183cm/84kg,광주서석초-진흥중-광주동성고-경성대,,3000만원,24 NC 육성선수,24NC
NC,69980,김범준,No. 66,2000년 04월 20일,외야수(우투우타),183cm/90kg,울산대현초-제일중-대구고,6000만원,3000만원,19 NC 2차 5라운드 47순위,24NC
NC,54905,김세훈,No. 9,2005년 04월 04일,내야수(우투우타),174cm/77kg,매호초(경산시리틀)-경운중-경북고,5000만원,3000만원,24 NC 7라운드 61순위,24NC
NC,68900,김영규,No. 17,2000년 02월 10일,투수(좌투좌타),188cm/86kg,광주서석초-무등중-광주제일고,4000만원,20000만원,18 NC 2차 8라운드 79순위,18NC
NC,64580,김재열,No. 32,1996년 01월 02일,투수(우투우타),183cm/97kg,양정초-개성중-부산고-KIA,3000만원,12000만원,14 롯데 2차 7라운드 71순위,20KIA
NC,51903,김정호,No. 42,1998년 07월 13일,포수(우투우타),172cm/84kg,대구옥산초-경복중-포항제철고-성균관대,4000만원,3000만원,21 NC 2차 8라운드 76순위,25NC
NC,51907,김주원,No. 7,2002년 07월 30일,내야수(우투양타),185cm/83kg,삼일초(군포시리틀)-안산중앙중-유신고,15000만원,20000만원,21 NC 2차 1라운드 6순위,21NC
NC,67954,김진호,No. 54,1998년 06월 07일,투수(우투우타),183cm/90kg,의왕부곡초-성일중-광주동성고-NC-경찰,9000만원,5000만원,17 NC 2차 2라운드 18순위,17NC
NC,50992,김태경,No. 11,2001년 04월 07일,투수(우투우타),188cm/95kg,김해삼성초-내동중-용마고-NC-상무,15000만원,5000만원,20 NC 1차,20NC
NC,67956,김태현,No. 15,1998년 03월 21일,투수(좌투좌타),188cm/95kg,김해삼성초-내동중-김해고-NC-경찰,30000만원,3500만원,17 NC 1차,17NC
NC,55995,김태훈,No. 95,2006년 10월 26일,투수(우투우타),188cm/88kg,부평남초(부평구리틀)-동인천중-소래고,12000만원,3000만원,25 NC 2라운드 17순위,25NC
NC,50902,김한별,No. 68,2001년 01월 18일,내야수(우투우타),177cm/85kg,효제초-선린중-배재고,,3800만원,20 NC 2차 7라운드 61순위,22NC
NC,68912,김형준,No. 25,1999년 11월 02일,포수(우투우타),187cm/98kg,가동초-세광중-세광고-NC-상무,15000만원,11000만원,18 NC 2차 1라운드 9순위,18NC
NC,54959,김휘건,No.,2005년 08월 27일,투수(우투우타),191cm/105kg,소양초-춘천중-휘문고,25000만원,3000만원,24 NC 1라운드 5순위,24NC
NC,51344,김휘집,No. 44,2002년 01월 01일,내야수(우투우타),180cm/92kg,양목초(히어로즈리틀)-대치중-신일고-키움,10000만원,17500만원,21 키움 2차 1라운드 9순위,21키움
NC,54944,데이비슨,No. 24,1991년 03월 26일,내야수(우투우타),190cm/104kg,미국 Yucaipa(고),140000달러,1200000달러,24 NC 자유선발,24NC
NC,66965,도태훈,No. 16,1993년 03월 18일,내야수(우투좌타),184cm/85kg,양정초-개성중-부산고-동의대-NC-상무,,8000만원,16 NC 육성선수,16NC
NC,55903,라일리,No. 3,1996년 07월 09일,투수(우투우타),190cm/100kg,미국 Louisville(대),120000달러,520000달러,25 NC 자유선발,25NC
NC,55912,로건,No. 12,1997년 05월 23일,투수(좌투좌타),186cm/105kg,미국 IMG Academy(고),140000달러,560000달러,25 NC 자유선발,25NC
NC,65949,류진욱,No. 41,1996년 10월 10일,투수(우투우타),189cm/88kg,양정초-개성중-부산고,10000만원,13500만원,15 NC 2차 2라운드 21순위,15NC
NC,53973,목지훈,No. 20,2004년 05월 11일,투수(우투우타),181cm/83kg,효제초-청량중-신일고,8000만원,3000만원,23 NC 4라운드 34순위,23NC
NC,79215,박건우,No. 37,1990년 09월 08일,외야수(우투우타),184cm/80kg,역삼초-서울이수중-서울고-두산-경찰-두산,10000만원,70000만원,09 두산 2차 2라운드 10순위,09두산
NC,62907,박민우,No. 2,1993년 02월 06일,내야수(우투좌타),185cm/80kg,마포초(용산구리틀)-선린중-휘문고,16000만원,90000만원,12 NC 1라운드 9순위,12NC
NC,62244,박세혁,No. 10,1990년 01월 09일,포수(우투좌타),181cm/86kg,수유초-신일중-신일고-고려대-두산-상무-두산,6000만원,60000만원,12 두산 5라운드 47순위,12두산
NC,50996,박시원,No. 53,2001년 05월 30일,외야수(우투좌타),185cm/85kg,광주서림초-광주동성중-광주제일고,12000만원,4400만원,20 NC 2차 2라운드 11순위,20NC
NC,50906,박영빈,No. 39,1997년 07월 16일,외야수(우투좌타),182cm/88kg,호원초(의정부리틀)-청량중-충암고-경희대,,3100만원,20 NC 육성선수,23NC
NC,68097,박주현,No. 67,1999년 08월 03일,투수(좌투좌타),184cm/85kg,철산초(광명리틀)-영동중-충암고-KT,5000만원,3000만원,18 KT 2차 8라운드 71순위,18KT
NC,64995,배재환,No. 61,1995년 02월 24일,투수(우투우타),186cm/95kg,가동초-잠신중-서울고-NC-상무,15000만원,5500만원,14 NC 2차 1라운드 1순위,14NC
NC,66068,서의태,No. 58,1997년 09월 05일,투수(좌투좌타),194cm/115kg,묵동초(남양주리틀)-청량중-경기고-KT-히어로즈-키움,8000만원,3000만원,16 KT 2차 3라운드 21순위,16KT
NC,69995,서호철,No. 5,1996년 10월 16일,내야수(우투우타),179cm/85kg,순천남산초-순천이수중-효천고-동의대-NC-상무,3000만원,17500만원,19 NC 2차 9라운드 87순위,20NC
NC,67962,소이현,No. 50,1999년 02월 09일,투수(우투우타),185cm/93kg,서울이수초-서울이수중-서울디자인고,8000만원,3100만원,17 NC 2차 3라운드 28순위,17NC
NC,54904,손주환,No. 46,2002년 01월 05일,투수(우투우타),177cm/85kg,영천초-신정중-물금고-동아대,6000만원,3000만원,24 NC 6라운드 55순위,24NC
NC,69203,송승환,No. 8,2000년 10월 28일,외야수(우투우타),183cm/93kg,신기초(금천구리틀)-양천중-서울고-두산,10000만원,3200만원,19 두산 2차 2라운드 19순위,19두산
NC,68902,신민혁,No. 18,1999년 02월 04일,투수(우투우타),184cm/95kg,염강초(강서구리틀)-매향중-야탑고,6000만원,18000만원,18 NC 2차 5라운드 49순위,20NC
NC,53919,신영우,No. 43,2004년 04월 21일,투수(우투우타),182cm/84kg,센텀초-센텀중-경남고,25000만원,3000만원,23 NC 1라운드 4순위,23NC
NC,50901,안인산,No. 38,2001년 02월 27일,내야수(우투우타),181cm/95kg,군포오금초(안양시리틀)-평촌중-야탑고,10000만원,3000만원,20 NC 2차 3라운드 21순위,20NC
NC,64022,안중열,No. 1,1995년 09월 01일,포수(우투우타),176cm/87kg,가야초-개성중-부산고-(영남사이버대)-KT-롯데-상무-롯데,13000만원,6600만원,14 KT 2차 특별 15순위,14KT
NC,68904,오영수,No. 34,2000년 01월 30일,내야수(우투좌타),178cm/93kg,사파초-창원신월중-용마고-NC-상무,10000만원,5100만원,18 NC 2차 2라운드 19순위,18NC
NC,51996,오태양,No. 6,2002년 04월 25일,내야수(우투우타),180cm/78kg,방배초-대치중-청원고-NC-상무,6000만원,3100만원,21 NC 2차 5라운드 46순위,21NC
NC,54906,원종해,No. 56,2005년 04월 09일,투수(우투우타),183cm/83kg,길동초-건대부중-장충고,,3000만원,24 NC 7라운드 65순위,25NC
NC,55997,이세민,No. 97,2005년 08월 08일,투수(우투우타),187cm/100kg,칠성초-경복중-대구상원고,6000만원,3000만원,25 NC 6라운드 57순위,25NC
NC,77211,이용찬,No. 45,1989년 01월 02일,투수(우투우타),185cm/85kg,신원초-양천중-장충고-두산-상무-두산,45000만원,20000만원,07 두산 1차,07두산
NC,63260,이우성,No. 55,1994년 07월 17일,외야수(우투우타),182cm/95kg,대전유천초-한밭중-대전고-두산-상무-두산-NC-KIA,12000만원,17000만원,13 두산 2라운드 15순위,13두산
NC,60263,이재학,No. 51,1990년 10월 04일,투수(우언우타),181cm/84kg,대구옥산초-경복중-대구고-두산,10000만원,18000만원,10 두산 2라운드 10순위,10두산
NC,52992,이준혁,No. 40,2003년 06월 30일,투수(우투우타),184cm/87kg,용인포곡초(처인구리틀)-성일중-율곡고-NC,12000만원,3000만원,22 NC 2차 1라운드 10순위,25NC
NC,54900,임상현,No. 28,2005년 07월 16일,투수(우투우타),184cm/89kg,김천신일초(김천시리틀)-상원중-대구상원고,15000만원,3700만원,24 NC 2라운드 15순위,24NC
NC,63959,임정호,No. 13,1990년 04월 16일,투수(좌투좌타),188cm/90kg,성동초-잠신중-신일고-성균관대-NC-상무,7000만원,20000만원,13 NC 3라운드 30순위,13NC
NC,52902,임지민,No. 19,2003년 10월 11일,투수(우투우타),185cm/82kg,가평목동초(가평리틀)-춘천중-강원고,6000만원,3000만원,22 NC 2차 5라운드 50순위,22NC
NC,55993,장창훈,No. 93,2000년 05월 22일,내야수(우투좌타),176cm/70kg,강남초-개군중-설악고-강릉영동대,3000만원,3000만원,25 NC 9라운드 87순위,25NC
NC,69204,전루건,No. 47,2000년 06월 09일,투수(우투우타),185cm/80kg,도신초-충암중-부천고-두산,14000만원,3100만원,19 두산 2차 1라운드 9순위,19두산
NC,69969,전사민,No. 57,1999년 07월 06일,투수(우투우타),194cm/85kg,연서초(부산동래구리틀)-대신중-부산정보고-NC-상무,10000만원,3800만원,19 NC 2차 2라운드 17순위,19NC
NC,52903,조민석,No. 64,1998년 12월 21일,투수(우투좌타),180cm/83kg,천안남산초-천안북중-부천고-원광대-NC-상무,3000만원,5000만원,22 NC 2차 9라운드 90순위,22NC
NC,67905,천재환,No. 23,1994년 04월 01일,외야수(우투우타),181cm/83kg,대전신흥초-공주중-화순고-고려대,,7600만원,17 NC 육성선수,22NC
NC,66920,최성영,No. 26,1997년 04월 28일,투수(좌투좌타),180cm/85kg,영랑초-설악중-설악고-NC-상무,10000만원,8000만원,16 NC 2차 2라운드 13순위,16NC
NC,54903,최우석,No. 48,2005년 03월 31일,투수(우투우타),190cm/90kg,서흥초-동인천중-비봉고,6000만원,3000만원,24 NC 5라운드 45순위,24NC
NC,66606,최원준,No. 31,1997년 03월 23일,외야수(우투좌타),178cm/85kg,연현초-서울경원중-서울고-KIA-상무-KIA,15000만원,40000만원,16 KIA 2차 1라운드 3순위,16KIA
NC,69992,최정원,No. 14,2000년 06월 24일,내야수(우투좌타),176cm/70kg,서원초-청주중-청주고-NC-상무,5000만원,7000만원,19 NC 2차 7라운드 67순위,20NC
NC,68639,하준영,No. 29,1999년 09월 06일,투수(좌투좌타),182cm/79kg,서울이수초-성남중-성남고-KIA,11000만원,11000만원,18 KIA 2차 2라운드 16순위,18KIA
NC,64101,한석현,No. 33,1994년 05월 17일,외야수(좌투좌타),181cm/73kg,후암초-대천중-경남고-LG,5000만원,3700만원,14 LG 2차 5라운드 48순위,20LG
NC,50903,한재환,No. 35,2001년 10월 19일,내야수(우투우타),177cm/89kg,기장대청초(기장리틀)-대신중-개성고,4000만원,3000만원,20 NC 2차 8라운드 71순위,24NC
NC,55996,홍재문,No. 96,2004년 07월 09일,투수(우투우타),183cm/95kg,청주우암초-청주중-청주고-동의과학대,8000만원,3000만원,25 NC 4라운드 37순위,25NC
NC,50600,홍종표,No. 4,2000년 05월 02일,내야수(우투좌타),178cm/72kg,동막초-영남중-강릉고-KIA-상무-KIA,11000만원,6500만원,20 KIA 2차 2라운드 16순위,20KIA
롯데,55532,감보아,No. 32,1997년 01월 17일,투수(좌투양타),185cm/92kg,미국 Fresno City(대),50000달러,250000달러,25 롯데 자유선발,25롯데
롯데,54506,강승구,No. 39,2003년 10월 19일,포수(우투우타),180cm/83kg,동막초-상인천중-제물포고-강릉영동대,,3100만원,24 롯데 육성선수,24롯데
롯데,69517,고승민,No. 2,2000년 08월 11일,내야수(우투좌타),189cm/92kg,군산신풍초-천안북중-북일고,15000만원,18500만원,19 롯데 2차 1라운드 8순위,19롯데
롯데,63543,구승민,No. 22,1990년 06월 12일,투수(우투우타),182cm/86kg,동일초(도봉구리틀)-청원중-청원고-홍익대-롯데-상무,5000만원,30000만원,13 롯데 6라운드 52순위,14롯데
롯데,65522,김강현,No. 19,1995년 02월 27일,투수(우투좌타),177cm/84kg,고명초-청원중-청원고,,4000만원,15 롯데 육성선수,16롯데
롯데,68585,김도규,No. 124,1998년 07월 11일,투수(우투우타),192cm/118kg,고봉초-충암중-안산공고,9000만원,4000만원,18 롯데 2차 3라운드 23순위,18롯데
롯데,52504,김동혁,No. 50,2000년 09월 15일,외야수(좌투좌타),177cm/77kg,서화초-상인천중-제물포고-강릉영동대,,3300만원,22 롯데 2차 7라운드 64순위,23롯데
롯데,55502,김동현,No. 64,2004년 12월 30일,외야수(우투좌타),185cm/100kg,인천병방초(인천서구리틀)-재능중-제물포고-부산과학기술대,6000만원,3000만원,25 롯데 6라운드 54순위,25롯데
롯데,77564,김민성,No. 16,1988년 12월 17일,내야수(우투우타),181cm/94kg,고명초-잠신중-덕수정보고-(영남사이버대)-롯데-히어로즈-키움-LG,10000만원,20000만원,07 롯데 2차 2라운드 13순위,07롯데
롯데,76430,김상수,No. 24,1988년 01월 02일,투수(우투우타),180cm/88kg,신자초(자이언츠리틀)-자양중-신일고-(방송통신대)-삼성-상무-키움-SK-SSG,13000만원,24000만원,06 삼성 2차 2라운드 15순위,06삼성
롯데,52514,김세민,No. 4,2003년 06월 14일,내야수(우투우타),183cm/78kg,강릉중앙초-하슬라중-강릉고,8000만원,3100만원,22 롯데 2차 3라운드 28순위,22롯데
롯데,62528,김원중,No. 34,1993년 06월 14일,투수(우투좌타),192cm/96kg,학강초-광주동성중-광주동성고,15000만원,110000만원,12 롯데 1라운드 5순위,12롯데
롯데,51516,김진욱,No. 15,2002년 07월 05일,투수(좌투좌타),185cm/90kg,수원신곡초-춘천중-강릉고,37000만원,10000만원,21 롯데 2차 1라운드 1순위,21롯데
롯데,55566,김태현,No. 66,2005년 11월 16일,투수(좌투좌타),185cm/87kg,광주서림초-진흥중-광주제일고,30000만원,3000만원,25 롯데 1라운드 4순위,25롯데
롯데,67539,나균안,No. 43,1998년 03월 16일,투수(우투우타),186cm/109kg,무학초-창원신월중-용마고,15000만원,12000만원,17 롯데 2차 1라운드 3순위,17롯데
롯데,51551,나승엽,No. 51,2002년 02월 15일,내야수(우투좌타),190cm/82kg,남정초-선린중-덕수고-롯데-상무,50000만원,12000만원,21 롯데 2차 2라운드 11순위,21롯데
롯데,62931,노진혁,No. 52,1989년 07월 15일,내야수(우투좌타),184cm/80kg,광주대성초-광주동성중-광주동성고-성균관대-NC-상무-NC,8000만원,70000만원,12 NC 특별 20순위,12NC
롯데,55536,데이비슨,No.,1996년 03월 25일,투수(좌투좌타),188cm/97kg,미국 Midland(대)-롯데,350000달러,500000달러,25 롯데 자유선발,25롯데
롯데,54529,레이예스,No. 29,1994년 10월 05일,외야수(우투양타),196cm/87kg,베네수엘라 Dr Felipe Guevara(고),100000달러,800000달러,24 롯데 자유선발,24롯데
롯데,55509,박건우,No. 48,2003년 02월 01일,포수(우투우타),183cm/92kg,성동초-건대부중-장충고-고려대,,1500만원,25 롯데 육성선수,25롯데
롯데,64021,박세웅,No. 21,1995년 11월 30일,투수(우투우타),182cm/85kg,대구경운초-경운중-경북고-KT,20000만원,135000만원,14 KT 1차,14KT
롯데,66047,박세진,No. 41,1997년 06월 27일,투수(좌투좌타),178cm/93kg,본리초-경운중-경북고-KT,23000만원,3700만원,16 KT 1차,16KT
롯데,55568,박세현,No. 68,2006년 01월 21일,투수(우투우타),183cm/88kg,중화초(중랑구리틀)-상명중-배명고,15000만원,3000만원,25 롯데 2라운드 14순위,25롯데
롯데,62802,박승욱,No. 53,1992년 12월 04일,내야수(우투좌타),184cm/83kg,칠성초-경복중-대구상원고-SK-KT,8000만원,17000만원,12 SK 3라운드 31순위,12SK
롯데,60559,박시영,No. 25,1989년 03월 10일,투수(우투우타),181cm/92kg,축현초-인천신흥중-제물포고-(영남사이버대)-롯데-KT,,5000만원,08 롯데 2차 4라운드 31순위,10롯데
롯데,55563,박재엽,No. 63,2006년 01월 23일,포수(우투우타),184cm/92kg,부산대연초-개성중-부산고,8000만원,3000만원,25 롯데 4라운드 34순위,25롯데
롯데,54503,박준우,No. 58,2005년 05월 27일,투수(우투우타),190cm/94kg,상동초(부천시리틀)-부천중-유신고,8000만원,3100만원,24 롯데 4라운드 33순위,24롯데
롯데,69594,박진,No. 44,1999년 04월 02일,투수(우투우타),182cm/106kg,부산대연초-부산중-부산고,8000만원,6000만원,19 롯데 2차 4라운드 38순위,19롯데
롯데,63512,박진형,No. 40,1994년 06월 10일,투수(우투우타),181cm/77kg,영랑초-경포중-강릉고,10000만원,5600만원,13 롯데 2라운드 13순위,15롯데
롯데,55530,박찬형,No. 60,2002년 10월 17일,내야수(우투좌타),175cm/78kg,중대초-언북중-배재고,1920만원,3000만원,25 롯데 육성선수,25롯데
롯데,52528,반즈,No.,1995년 10월 01일,투수(좌투좌타),189cm/91kg,미국 Clemson(대)-롯데,150000달러,950000달러,22 롯데 자유선발,22롯데
롯데,54507,백두산,No. 62,2001년 05월 20일,포수(우투우타),180cm/95kg,부산수영초-대천중-개성고-동의대,,3100만원,24 롯데 육성선수,24롯데
롯데,55526,벨라스케즈,No. 26,1992년 06월 07일,투수(우투우타),190cm/95kg,미국 Garey(고),,330000달러,25 롯데 자유선발,25롯데
롯데,53569,서동욱,No.,2000년 03월 24일,포수(우투우타),175cm/88kg,순천남산초-순천이수중-순천효천고BC-홍익대,,3500만원,23 롯데 육성선수,23롯데
롯데,51528,손성빈,No. 28,2002년 01월 14일,포수(우투우타),186cm/92kg,희망대초-경기신흥중-장안고-롯데-상무,15000만원,6800만원,21 롯데 1차,21롯데
롯데,50150,손호영,No. 33,1994년 08월 23일,내야수(우투우타),182cm/88kg,의왕부곡초-평촌중-충훈고-LG,,12500만원,20 LG 2차 3라운드 23순위,14시카고컵스
롯데,51594,송재영,No. 59,2002년 06월 20일,투수(좌투좌타),181cm/84kg,수원잠원초(수원영통구리틀)-매향중-라온고-롯데-상무,6000만원,3200만원,21 롯데 2차 4라운드 31순위,21롯데
롯데,68067,신병률,No. 12,1996년 01월 30일,투수(우언우타),175cm/82kg,둔촌초-잠신중-휘문고-단국대-KT,6000만원,3100만원,18 KT 2차 6라운드 51순위,18KT
롯데,69508,신윤후,No. 3,1996년 01월 05일,내야수(우투우타),177cm/77kg,무학초-마산중-마산고-동의대,3000만원,4800만원,19 롯데 2차 10라운드 98순위,19롯데
롯데,64017,심재민,No. 23,1994년 02월 18일,투수(좌투우타),182cm/92kg,장유초(김해엔젤스리틀)-개성중-개성고-(전남과학대)-KT,25000만원,5400만원,14 KT 우선지명,14KT
롯데,61102,유강남,No. 27,1992년 07월 15일,포수(우투우타),182cm/88kg,청원초-휘문중-서울고-LG-상무-LG,4000만원,110000만원,11 LG 7라운드 50순위,11LG
롯데,52591,윤동희,No. 91,2003년 09월 18일,외야수(우투우타),187cm/85kg,현산초-대원중-야탑고,8000만원,20000만원,22 롯데 2차 3라운드 24순위,22롯데
롯데,67588,윤성빈,No. 55,1999년 02월 26일,투수(우투우타),197cm/90kg,동일중앙초-경남중-부산고,45000만원,3100만원,17 롯데 1차,17롯데
롯데,52530,이민석,No. 37,2003년 12월 10일,투수(우투우타),189cm/95kg,부산수영초-대천중-개성고,20000만원,4000만원,22 롯데 1차,22롯데
롯데,51592,이병준,No. 45,2002년 05월 28일,투수(우투우타),185cm/95kg,부산청동초(부산영도구리틀)-경남중-개성고,3000만원,3000만원,21 롯데 2차 7라운드 61순위,25롯데
롯데,55503,이영재,No. 67,2006년 10월 20일,투수(좌투좌타),180cm/71kg,태봉초(의정부시유소년야구단)-신흥중-신흥고,5000만원,3000만원,25 롯데 7라운드 64순위,25롯데
롯데,50608,이인한,No. 54,1998년 12월 24일,외야수(우투우타),183cm/95kg,광주대성초-심석중-강릉고-강릉영동대,3000만원,3100만원,20 KIA 2차 9라운드 86순위,24롯데
롯데,55511,이태경,No. 69,2002년 11월 24일,내야수(우투우타),176cm/77kg,광주송정동초-무등중-광주제일고-한일장신대,,3000만원,25 롯데 육성선수,25롯데
롯데,54598,이호준,No. 30,2004년 03월 20일,내야수(우투좌타),172cm/72kg,대구옥산초-대구경운중-대구상원고,10000만원,3100만원,24 롯데 3라운드 23순위,24롯데
롯데,68507,장두성,No. 7,1999년 09월 16일,외야수(우투좌타),176cm/75kg,축현초-재능중-동산고,3000만원,4600만원,18 롯데 2차 10라운드 93순위,21롯데
롯데,68205,전민재,No. 13,1999년 06월 30일,내야수(우투우타),181cm/73kg,천안남산초-천안북중-대전고-두산,7000만원,7500만원,18 두산 2차 4라운드 40순위,18두산
롯데,78513,전준우,No. 8,1986년 02월 25일,외야수(우투우타),184cm/98kg,흥무초-경주중-경주고-건국대-롯데-경찰,10000만원,40000만원,08 롯데 2차 2라운드 15순위,08롯데
롯데,68518,정보근,No. 42,1999년 08월 31일,포수(우투우타),175cm/89kg,부산수영초-경남중-경남고,3000만원,7700만원,18 롯데 2차 9라운드 83순위,19롯데
롯데,68556,정성종,No. 18,1995년 11월 16일,투수(우투좌타),181cm/93kg,광주서석초-무등중-광주제일고-인하대-롯데-상무,10000만원,3700만원,18 롯데 2차 2라운드 13순위,18롯데
롯데,51546,정우준,No. 46,2000년 03월 17일,투수(우투우타),180cm/82kg,태랑초(남양주리틀)-청원중-서울고-강릉영동대-롯데-상무,5000만원,3200만원,21 롯데 2차 6라운드 51순위,21롯데
롯데,68242,정철원,No. 65,1999년 03월 27일,투수(우투우타),192cm/95kg,역북초-송전중-안산공고-두산,10000만원,12000만원,18 두산 2차 2라운드 20순위,18두산
롯데,54537,정현수,No. 57,2001년 05월 10일,투수(좌투좌타),180cm/84kg,부산대연초-부산중-부산고-송원대,15000만원,4000만원,24 롯데 2라운드 13순위,24롯데
롯데,60523,정훈,No. 9,1987년 07월 18일,내야수(우투우타),180cm/85kg,양덕초-마산동중-용마고,,20000만원,06 현대 육성선수,10롯데
